sim_id,n,K_true,pi_mae,pi_rmse,theta_mae,theta_rmse,accuracy,converged,n_iterations,computation_time,conf_0_0,conf_0_1,conf_1_0,conf_1_1
16,3000,2,0.009399971284291403,0.009399971284291403,0.016590258683301412,0.023267533021980036,0.8676666666666667,0,200,0,2293,129,268,310
17,3000,2,0.012885024746351642,0.012885024746351642,0.00832571896438867,0.010010593921125096,0.9606666666666667,1,24,0,1640,64,54,1242
18,3000,2,0.006205360147011646,0.006205360147011646,0.42563068146699246,0.46411073093802435,0.006666666666666667,1,10,0,6,1481,1499,14
19,3000,2,0.0026493845548036105,0.0026493845548036105,0.012782859840155958,0.018571835300549715,0.987,1,26,0,2531,20,19,430
20,3000,2,0.0029251911615001958,0.0029251911615001958,0.00857875184189017,0.010300390325807972,0.9526666666666667,1,31,0,1977,82,60,881
21,3000,2,0.001153169535242221,0.001153169535242221,0.007654421881560011,0.009479757873967277,0.97,1,27,0,1962,42,48,948
22,3000,2,0.012415007264299754,0.012415007264299753,0.010946318888495248,0.013213182253485127,0.923,1,49,0,1844,117,114,925
23,3000,2,0.013047209961511957,0.013047209961511957,0.00928846630540256,0.01148905540334022,0.9226666666666666,1,58,0,2113,103,129,655
24,3000,2,0.016933124364671676,0.016933124364671676,0.010581674664111746,0.013556379017348134,0.957,1,25,0,1787,71,58,1084
25,3000,2,0.0070673749752957205,0.0070673749752957205,0.009099058359093363,0.013057982579324182,0.9196666666666666,1,38,0,1881,89,152,878
26,3000,2,0.0067163506739028045,0.0067163506739028045,0.013478463143392608,0.01613482676229226,0.9583333333333334,1,30,0,1629,58,67,1246
27,3000,2,0.00715248907818497,0.00715248907818497,0.010311337624266514,0.013517453169421519,0.9353333333333333,1,31,0,1605,99,95,1201
28,3000,2,0.001225679940584229,0.001225679940584229,0.01039056535785372,0.013897879017950645,0.8883333333333333,1,100,0,1715,151,184,950
29,3000,2,0.003932516447377382,0.003932516447377382,0.010301166323159713,0.014619563208457474,0.8793333333333333,1,132,0,1932,139,223,706
30,3000,2,0.0019653201783257357,0.0019653201783257357,0.011525931050001513,0.01450067053289306,0.9363333333333334,1,36,0,1726,92,99,1083
31,3000,2,0.023155432175014146,0.023155432175014146,0.011726437009033936,0.01416207656662284,0.953,1,34,0,1980,68,73,879
32,3000,2,0.009940073437952529,0.009940073437952529,0.010982707095643323,0.014242186594358195,0.9823333333333333,1,17,0,1982,19,34,965
33,3000,2,0.005297344426451189,0.005297344426451189,0.010275894185766543,0.011956461031533867,0.917,1,49,0,1649,110,139,1102
34,3000,2,0.014855135172040845,0.014855135172040845,0.01174621622070195,0.01578984389145941,0.8643333333333333,1,140,0,2033,168,239,560
35,3000,2,0.0004883719655335017,0.0004883719655335017,0.010645352816730864,0.014229066900070565,0.986,1,22,0,2482,17,25,476
36,3000,2,0.008085950561846023,0.008085950561846023,0.008798581709264165,0.010764457640931441,0.9473333333333334,1,58,0,2118,77,81,724
37,3000,2,0.003359289069308255,0.003359289069308255,0.013111677908715157,0.01904504320050618,0.9723333333333334,1,35,0,2516,40,43,401
38,3000,2,0.00886981656775196,0.00886981656775196,0.010680622049178455,0.013739716455023247,0.9743333333333334,1,35,0,2370,34,43,553
39,3000,2,0.00208567474106941,0.00208567474106941,0.008009733632512322,0.010305858116641503,0.9416666666666667,1,33,0,1841,87,88,984
40,3000,2,0.0033238438150133415,0.0033238438150133415,0.01576696699764217,0.02078302136347345,0.9036666666666666,1,121,0,2346,126,163,365
41,3000,2,0.0020687219450715444,0.0020687219450715444,0.015848613852268545,0.02106704742170033,0.9763333333333334,1,30,0,2508,30,41,421
42,3000,2,0.00015846153876983293,0.00015846153876983293,0.009948430672211059,0.01211084153337895,0.9903333333333333,1,13,0,2301,9,20,670
43,3000,2,0.009134789474737046,0.009134789474737046,0.012989315150351427,0.017529861895720054,0.9603333333333334,1,31,0,2309,51,68,572
44,3000,2,0.0007763852923585723,0.0007763852923585723,0.23932779523894424,0.30590373427738526,0.047,1,26,0,77,1417,1442,64
45,3000,2,0.008467615839020726,0.008467615839020726,0.009866445690706858,0.013797197856503756,0.983,1,18,0,2133,20,31,816
46,3000,2,0.01529225639945811,0.01529225639945811,0.009420849555701124,0.012361825040998907,0.9253333333333333,1,39,0,1915,106,118,861
47,3000,2,0.004056329748741899,0.004056329748741899,0.008790702808430254,0.011618121923855614,0.9876666666666667,1,20,0,2009,21,16,954
48,3000,2,0.004038816536051246,0.004038816536051246,0.013513552745077182,0.016448335741516187,0.969,1,38,0,2493,33,60,414
49,3000,2,0.005798883834436025,0.005798883834436025,0.010287628292500654,0.013521205480772376,0.963,1,22,0,1835,37,74,1054
